piece,beats,pitches
./abc/Polonäs_i_G_efter_Johan_Eric_Blomgren_a1eff9.abc,"[[1, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 11]]","[[74, 74, 71, 72, 74, 72, 71, 69], [67, 71, 74, 79, 83, 81, 79, 78, 79], [76, 72, 71, 72, 60, 59, 60, 76], [72, 72, 71, 69, 71, 72, 74], [74, 83, 81, 79, 78, 76, 74, 72, 71, 69, 67], [71, 72, 74, 66, 67, 71, 55], [74, 74, 72, 71, 72, 74, 72, 71, 69], [67, 86, 86, 84, 83, 81, 83], [76, 73, 76, 79, 78, 74, 78, 81, 79, 76, 79, 83], [81, 78, 79, 76, 76, 74], [74, 74, 83, 81, 79, 78, 76, 74, 72, 71], [72, 72, 81, 79, 78, 76, 74, 72, 71, 69], [69, 74, 73, 74, 76, 74, 72, 74, 76, 74, 72, 74], [62, 62, 62, 62, 62, 62, 62]]"
./abc/Polonäs_i_Dm_efter_Jean_E_Blomgren_ef5e22.abc,"[[1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9]]","[[62, 65, 69, 73, 74, 74, 72, 72], [69, 73, 76, 79, 77, 76], [74, 82, 81, 79, 77, 81, 79, 77, 76, 79, 77, 76], [74, 77, 76, 73, 74, 69, 65, 62], [62, 65, 69, 73, 74, 74, 72, 72], [69, 73, 76, 79, 77, 76], [74, 82, 81, 79, 77, 81, 79, 77, 76, 79, 77, 76], [74, 77, 76, 73, 74, 77, 62], [77, 76, 77, 79, 81, 65, 65, 81], [81, 82, 81, 79, 77, 81, 79, 77, 76, 72], [69, 72, 76, 77, 79, 64, 64, 79], [77, 81, 79, 77, 76, 79, 77, 76, 74, 73], [62, 65, 69, 73, 74, 74, 72, 72], [69, 73, 76, 79, 77, 76], [74, 82, 81, 79, 77, 81, 79, 77, 76, 79, 77, 76], [74, 77, 76, 73, 74, 77, 62]]"
./abc/Polonäs_28d9ad.abc,"[[1, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5], [1, 4, 5, 7, 8, 9, 11, 12], [1, 4, 5, 7, 8, 9, 11], [1, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5]]","[[72, 81, 83, 81, 81, 79, 76, 79], [79, 77, 74, 77, 77, 76, 72, 76, 76, 74, 71, 74], [72, 81, 83, 81, 81, 79, 76, 79], [79, 77, 74, 77, 76], [67, 72, 76, 77, 76, 74, 71, 74], [72, 76, 79, 81, 79, 77, 76], [67, 72, 76, 72, 76, 81, 77], [74, 71, 74, 72]]"
./abc/Polonäs_4ab444.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 4, 5, 8, 9, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 4, 5, 8, 9, 12], [1, 2, 3, 4, 5, 9], [1, 1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 4, 5, 8, 9, 12], [1, 2, 3, 4, 5, 9]]","[[72, 67, 64, 60, 64, 67, 72, 67, 64], [77, 74, 71, 67, 71, 74, 77, 74, 71], [65, 81, 64, 79, 62, 77], [77, 76, 74, 72, 71, 72, 74, 71, 67], [72, 67, 64, 60, 64, 67, 72, 67, 64], [77, 74, 71, 67, 71, 74, 77, 74, 71], [65, 81, 64, 79, 62, 77], [76, 79, 71, 74, 74, 72], [79, 81, 77, 72, 69, 65, 69, 72, 77, 81], [79, 76, 72, 67, 64, 67, 72, 76, 79], [77, 74, 71, 67, 62, 67, 71, 74, 77], [76, 74, 72, 71, 72, 74, 71, 67], [72, 67, 64, 60, 64, 67, 72, 67, 64], [77, 74, 71, 67, 71, 74, 77, 74, 71], [65, 81, 64, 79, 62, 77], [76, 79, 71, 74, 74, 72]]"
./abc/Slängpolska_ur_Jeppa_Nilssons_notbok_85e6d7.abc,"[[1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 4, 5, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9]]","[[69, 69, 68, 69, 73, 71, 69], [69, 71, 73, 74, 76, 76, 78, 76, 73], [69, 69, 68, 69, 73, 71, 69], [69, 71, 73, 74, 76, 76], [69, 69, 68, 69, 73, 71, 69], [64, 66, 62, 66, 64], [73, 71, 69, 68, 69, 71, 73, 74, 76, 78, 74, 76], [73, 71, 69, 68, 68, 69, 69]]"
./abc/Polonäs_i_DDm_efter_Ruben_Thollin__8db463.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5]]","[[62, 66, 69, 66, 62, 66, 69, 66, 62, 66, 69, 66], [69, 74, 76, 78, 79, 76, 78, 81], [62, 66, 69, 66, 62, 66, 69, 66, 62, 66, 69, 66], [69, 74, 76, 78, 79, 76, 78, 81], [81, 79, 78, 76, 78, 79, 76], [69, 73, 76, 73, 69, 73, 76, 73, 69, 73, 76, 73], [76, 74, 73, 71, 69, 71, 73, 74, 76, 78, 79, 76], [78, 78, 78, 78, 78], [79, 78, 76, 74, 73, 74, 76, 78, 79, 81, 83, 79], [78, 76, 74, 73, 76, 74, 74], [81, 81, 82, 81, 79, 81, 79], [77, 79, 77, 76, 74, 73, 74, 76, 72], [69, 73, 76, 72, 69, 72, 76, 72, 69, 72, 76, 72], [79, 81, 79, 77, 76, 74, 76, 77, 76], [81, 81, 82, 81, 79, 81, 79], [77, 79, 77, 76, 74, 73, 74, 76, 72], [74, 73, 74, 76, 77, 79, 77, 76, 74, 72, 74, 76], [79, 76, 73, 76, 74]]"
./abc/_Polonäs_sexdregasamlingen_del_2_nr_20_9689b5.abc,"[[1, 3, 4, 5, 7, 9], [1, 3, 5, 7, 9], [1, 3, 4, 5, 9, 11], [1, 5], [1, 3, 5, 7, 9], [1, 3, 4, 5, 9], [1, 3, 5, 7, 9], [1, 3, 4, 5, 9, 11], [1, 5]]","[[74, 74, 76, 78, 74, 83], [81, 79, 78, 81, 76], [78, 76, 74, 76, 74, 73], [74, 74], [78, 81, 76, 78, 79], [78, 76, 74, 76, 69], [78, 81, 76, 78, 79], [78, 76, 74, 76, 74, 73], [74, 74]]"
./abc/_Polonesse_in_D_Dur_no_33_ur_Anders_Larssons_notbok_fe57e5.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9]]","[[69, 74, 73, 74, 69, 74, 73, 74, 69, 74, 73, 74], [69, 71, 73, 74, 76, 74, 73, 71, 69], [78, 76, 78, 79, 76, 79, 78, 76, 74], [73, 74, 73, 71, 69, 71, 69, 67, 66, 67, 66, 64], [69, 74, 73, 74, 69, 74, 73, 74, 69, 74, 73, 74], [69, 71, 73, 74, 76, 74, 73, 71, 69], [78, 76, 78, 79, 76, 79, 83, 74], [76, 74, 73, 74, 62], [69, 73, 76, 81, 69, 81, 69, 79, 69, 79, 69], [78, 69, 78, 69, 79, 69, 79, 69, 78, 69, 78, 69], [78, 76, 78, 79, 76, 79, 78, 76, 74], [73, 74, 73, 71, 69, 71, 69, 67, 66, 67, 66, 64], [69, 73, 76, 81, 69, 81, 69, 79, 69, 79, 69], [78, 69, 78, 69, 79, 69, 79, 69, 78, 69, 78, 69], [78, 76, 78, 79, 76, 79, 78, 76, 74], [76, 79, 76, 73, 74, 62]]"
./abc/Polonäs_8935ac.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]","[[70, 82, 81, 79, 77, 79, 77, 75, 74, 75, 74, 72], [70, 69, 70, 72, 70, 69, 67, 65], [65, 70, 69, 70, 72, 70, 69, 67, 65, 63], [62, 62, 63, 65, 63, 62, 60, 58], [58, 70, 70, 69, 70, 72, 70], [57, 72, 72, 70, 72, 74, 70], [75, 75, 72, 74, 74, 70, 79, 75], [74, 72, 70, 69, 70, 58], [65, 70, 69, 70, 72, 70, 69, 70, 74, 70, 69, 70], [65, 70, 69, 70, 74, 72, 70, 69, 70], [64, 72, 71, 72, 76, 72, 70, 72, 74, 72, 70, 72], [64, 72, 71, 72, 75, 72, 70, 69, 70], [58, 70, 70, 69, 70, 72, 69], [57, 72, 72, 70, 72, 74, 70], [82, 81, 79, 77, 79, 77, 75, 74, 77, 75, 74, 72], [74, 72, 70, 69, 70, 58]]"
./abc/Polska_efter_Anders_Gustaf_Andersson_057f04.abc,"[[1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5], [1, 4, 5, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9], [1, 4, 5, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 1, 2, 3, 5]]","[[69, 74, 74, 73, 74, 76], [77, 76, 77, 79, 81, 77, 79, 77, 76], [72, 74, 72, 71, 67, 69], [71, 72, 71, 69, 57], [71, 72, 71, 69], [62, 66, 69, 72, 71], [71, 73, 71, 69, 66], [66, 67, 66, 64, 64, 61, 64], [64, 66, 64, 62, 62, 57], [62, 66, 69, 72, 71], [71, 73, 71, 69, 66], [69, 71, 73, 74, 76, 78, 79], [76, 78, 76, 73, 74]]"
./abc/_Polonäs_sexdregasamlingen_del_2_nr_4_65442b.abc,"[[1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11]]","[[67, 67, 69, 71, 67, 72, 69], [74, 59, 60, 62, 59, 60, 62, 59], [79, 78, 76, 74, 72, 71, 76], [69, 71, 69, 67, 66, 67, 66, 64, 66, 62], [67, 67, 69, 71, 67, 72, 69], [74, 59, 60, 62, 59, 60, 62, 59], [79, 78, 76, 74, 72, 71, 76], [69, 72, 71, 69, 67, 55], [79, 83, 79, 76, 78, 81, 78, 74, 76, 79, 76, 72], [72, 76, 72, 69, 71, 74, 71, 67, 69, 72, 69, 66], [67, 72, 71, 69, 67, 66], [64, 64, 66, 62, 62, 64, 66, 62]]"
./abc/Polonoise_ur_Johannes_Malkus_Petterssons_notbok_680107.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9]]","[[67, 79, 79, 78, 78, 76], [76, 79, 76, 74, 74, 72], [71, 69, 71, 72, 69, 71, 67], [69, 66, 69, 67, 55], [67, 71, 71, 69, 71, 69], [69, 72, 72, 71, 72, 71], [71, 74, 74, 71, 74, 72], [74, 79, 79, 78, 78, 76], [76, 79, 76, 74, 74, 72], [71, 69, 71, 72, 69, 71, 67], [69, 66, 69, 67, 55]]"
./abc/_Polonäs_sexdregasamlingen_del_2_nr_83_4a1c6f.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [1, 2, 3, 5, 6, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]","[[74, 76, 78, 76, 78, 79, 78, 76, 74], [73, 76, 73, 69, 71, 69, 67, 66, 64, 62], [74, 76, 78, 76, 78, 79, 83, 79, 76, 74], [73, 74, 73, 71, 69, 67], [66, 64, 62, 74, 73, 71, 69, 67], [66, 69, 64, 61, 62], [78, 76, 74, 74, 76, 78, 78, 79, 81], [76, 74, 73, 73, 74, 76, 76, 78, 79], [81, 83, 85, 76, 74, 73, 78, 76, 74], [73, 74, 71, 69, 64, 61, 57], [66, 64, 62, 62, 64, 66, 66, 67, 69], [64, 62, 61, 61, 62, 64, 64, 66, 67], [66, 64, 62, 62, 64, 66, 66, 67, 69], [64, 62, 61, 61, 62, 64, 64, 66, 67], [66, 64, 62, 74, 73, 71, 69, 67], [66, 69, 74, 73, 74, 62]]"
./abc/Polska_från_Vetlanda_656877.abc,"[[1, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9]]","[[69, 73, 74, 72, 74, 76], [79, 77, 76, 77, 74, 74, 73], [69, 77, 77, 76, 74, 72, 74, 72, 69, 72], [72, 70, 67, 70, 70, 69, 69], [69, 77, 77, 77, 76, 77, 79, 81, 81], [79, 81, 79, 77, 76, 77, 76, 77, 79, 79], [77, 77, 77, 77, 76, 77, 79, 81, 81], [79, 81, 79, 77, 76, 77, 76, 77, 79, 79], [77, 76, 74, 77, 76, 74], [73, 69, 71, 72, 72, 74, 74]]"
./abc/Polonäs_9ddddb.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9]]","[[81, 79, 81, 77, 76, 77, 74, 72, 74], [69, 67, 69, 65, 64, 65, 62], [57, 60, 60, 62, 62, 64], [62, 65, 65, 64, 64, 62], [81, 79, 81, 77, 76, 77, 74, 72, 74], [69, 67, 69, 65, 64, 65, 62], [57, 60, 60, 62, 62, 64], [65, 64, 64, 62], [76, 77, 79, 81, 77], [76, 79, 76, 77, 72], [76, 79, 76, 77, 74], [72, 76, 72, 69, 69]]"
./abc/_Polonesse_in_B_Dur_no_2_ur_Anders_Larssons_notbok_4f7d21.abc,"[[1, 3, 5, 9], [1, 3, 5, 9], [1, 2, 3, 4, 5], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 9], [1, 2, 3, 4, 5], [1, 3, 5, 7, 9], [1, 2, 3, 4, 5, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5], [1, 2, 3, 4, 5, 9], [1, 3, 5, 9], [1, 3, 4, 5]]","[[74, 75, 77, 77], [77, 82, 86, 77], [79, 77, 75, 74, 75], [75, 81, 82, 86, 75], [74, 69, 72, 70, 65, 62, 58], [74, 72, 74, 69, 70, 65, 62, 58], [57, 65, 72, 65, 75, 65, 72, 65, 57, 65, 72, 65], [58, 65, 74, 65, 58, 65, 74, 65, 58, 65, 74, 65], [57, 65, 72, 65, 75, 65, 72, 65, 57, 65, 72, 65], [58, 65, 74, 65, 58, 65, 74, 65, 58, 65, 74, 65], [74, 75, 77, 86], [84, 82, 81, 84, 82], [86, 82, 77, 74, 70], [69, 72, 75, 81, 72, 70], [60, 65, 69, 72, 77, 72], [74, 72, 70, 69, 65, 63], [62, 70, 77, 70, 80, 70, 77, 70, 62, 70, 77, 70], [63, 70, 79, 70, 63, 70, 79, 70, 63, 70, 79, 70], [62, 70, 77, 70, 80, 70, 77, 70, 62, 70, 77, 70], [63, 70, 79, 70, 63, 70, 79, 70, 63, 70, 79, 70], [63, 72, 79, 72, 82, 72, 79, 72, 63, 72, 79, 72], [65, 72, 81, 72, 65, 72, 81, 72, 65, 72, 81, 72], [63, 72, 79, 72, 82, 72, 79, 72, 63, 72, 79, 72], [65, 72, 81, 72, 65, 72, 81, 72, 65, 72, 81, 72], [74, 75, 77, 77], [82, 81, 82, 84, 86, 77], [77, 75, 74, 75], [75, 82, 81, 82, 84, 75], [74, 77, 82, 86], [84, 82, 81, 82]]"
./abc/Pollonesse_183234_d82d0f.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 5], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 5], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9]]","[[76, 76, 73, 73, 69, 69], [76, 81, 85, 83, 81, 83, 80, 76], [78, 78, 74, 76, 76, 73, 74, 74, 71], [71, 74, 74, 76, 74, 73, 69], [76, 76, 73, 73, 69, 69], [76, 81, 85, 83, 81, 83, 80, 76], [78, 78, 74, 76, 76, 73, 74, 74, 71], [74, 71, 68, 71, 71, 69, 69], [69, 73, 76, 76, 74, 71, 74, 74, 73, 69, 73], [73, 71, 68, 71, 71, 69, 66, 69, 69, 68, 64, 68], [76, 78, 76, 74, 76, 78, 80, 81], [78, 80, 76], [69, 73, 76, 76, 74, 71, 74, 74, 73, 69, 73], [73, 71, 68, 71, 71, 69, 66, 69, 69, 68, 64, 68], [76, 78, 76, 74, 76, 78, 80, 81], [78, 80, 76], [76, 76, 73, 73, 69, 69], [76, 81, 85, 83, 81, 83, 80, 76], [78, 78, 74, 76, 76, 73, 74, 74, 71], [74, 71, 68, 71, 71, 69, 69]]"
./abc/_Polska_efter_ByssKalle_nr_31_b77188.abc,"[[1, 4, 5, 8, 9, 10, 11, 12], [1, 4, 5, 9, 12], [1, 5, 6, 7, 8, 9, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 4, 5, 8, 9, 10, 11, 12], [1, 4, 5, 9, 12], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5], [1, 5, 6, 7, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 5, 6, 7, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 12], [1, 2, 3, 4, 5], [1, 3, 5, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]","[[62, 67, 71, 74, 72, 71, 72, 69], [67, 71, 62, 64, 66], [67, 72, 71, 72, 76, 74, 74], [71, 74, 74, 72, 69, 72, 71, 67], [62, 67, 71, 74, 72, 71, 72, 69], [67, 71, 62, 64, 66], [67, 72, 71, 72, 76, 74, 76, 74, 72], [69, 72, 69, 66, 67], [79, 71, 72, 74, 71, 72, 72], [81, 79, 78, 79, 81, 79, 78, 81], [79, 71, 72, 71, 72, 76, 74, 72], [71, 74, 74, 72, 69, 72, 71, 74], [79, 71, 72, 74, 71, 72, 72], [81, 79, 78, 79, 81, 79, 78, 81], [79, 71, 72, 71, 72, 76, 74, 72], [69, 72, 69, 66, 67], [62, 71, 71, 69, 71, 72, 71, 69, 67], [66, 69, 69, 71, 69, 67, 66, 64, 62], [62, 71, 71, 69, 71, 72, 71, 69, 67], [66, 67, 69, 71, 69, 67]]"
